Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
32G0R3D4_2 - Adapter 1	0.6243416882242454	0.8128284380563934	1.2303952357108578	2.173248167982079	6.944205808509647	23.153611529189256	94.88012786361215	406.1679454390452	1236.91389599318	5921.399317406143	23140.54794520548	97975.0	345996.0	372870.0	347066.0	365034.0	414160.0	293716.0	411018.0	314506.0	312148.0	346644.0	346812.0	372864.0	412646.0	301924.0	317360.0	340430.0	317730.0	326072.0	299614.0	319290.0	319854.0	297664.0	301726.0	314678.0	345152.0	264472.0	236240.0	249640.0	246826.0	245630.0	228914.0	233754.0	230520.0	231024.0	212012.0	198062.0	194280.0	178774.0	171392.0	165560.0	155312.0	160320.0	140442.0	141460.0	157860.0	108842.0	115274.0	118608.0	98258.0	92356.0	131158.0	73706.0	71168.0	67792.0	79106.0	74822.0	60142.0	63768.0	60030.0	53886.0	72536.0	49586.0	30732.0	9538.0	21638.0	26402.0	26488.0	24098.0	22138.0	19852.0	18046.0	16564.0	15196.0	14142.0	12680.0	11808.0	10292.0	9472.0	8424.0	7516.0	6532.0	5700.0	5158.0	4568.0	4210.0	3894.0	3434.0	3172.0	2678.0	2434.0	2366.0	5410.0	1744.0	1396.0	1240.0	1154.0	1078.0	914.0	764.0	690.0	528.0	534.0	452.0	484.0	446.0	396.0	296.0	258.0	304.0	212.0	184.0	222.0	118.0	136.0	138.0	146.0	140.0	100.0	104.0	80.0	112.0	54.0	76.0	64.0	86.0	138.0	102.0	152.0	284.0	126.0	112.0	60.0	66.0	504.0	206.0	106.0	168.0	24338.0
32G0R4D3_1 - Adapter 1	0.5669743063642595	0.752297092258837	1.1984303718914329	2.3072437846203746	7.65766610295965	25.93892488600912	102.55819534437245	426.7650587952964	1585.201535508637	6597.307692307692	26870.76923076923	110427.5	441267.5	451030.0	457160.0	463265.0	474585.0	447585.0	427505.0	440330.0	437507.5	447680.0	451997.5	451250.0	453847.5	446102.5	447380.0	422872.5	427370.0	410575.0	396642.5	406370.0	400555.0	408635.0	384870.0	392922.5	372280.0	371182.5	355657.5	339020.0	323987.5	336922.5	292740.0	307795.0	463125.0	136822.5	269792.5	862487.5	258100.0	73407.5	399497.5	165050.0	56627.5	257535.0	280087.5	107307.5	104500.0	45105.0	146057.5	22682.5	29527.5	112805.0	50200.0	19202.5	57182.5	102240.0	11982.5	37165.0	36367.5	41287.5	3015.0	3157.5	12300.0	23467.5	28465.0	30365.0	28792.5	26432.5	24702.5	22065.0	19775.0	18060.0	16335.0	15252.5	14012.5	12860.0	11450.0	10637.5	9547.5	8662.5	8000.0	7262.5	6622.5	6142.5	5445.0	4955.0	4605.0	4297.5	3930.0	3592.5	3902.5	6027.5	42670.0	573215.0	13905.0	3287.5	2445.0	2022.5	1892.5	1815.0	1432.5	1277.5	1130.0	1022.5	1037.5	952.5	895.0	930.0	792.5	620.0	615.0	465.0	415.0	347.5	262.5	252.5	245.0	272.5	197.5	172.5	140.0	117.5	135.0	110.0	97.5	95.0	172.5	237.5	165.0	210.0	472.5	205.0	200.0	167.5	320.0	862.5	1237.5	1860.0	19772.5	3667680.0
32G0R4D3_2 - Adapter 1	0.5631352488536107	0.7575548873912576	1.1970312617910766	2.285457966213233	7.663515656931159	26.01481881449484	105.95992320614351	454.37005039596835	1434.1458733205375	6749.0	26373.69230769231	111362.5	438640.0	469877.5	440075.0	463452.5	525140.0	375165.0	529570.0	402602.5	390610.0	446195.0	443617.5	515937.5	524210.0	379387.5	382282.5	444992.5	400755.0	453290.0	361845.0	487057.5	391930.0	370247.5	370085.0	377412.5	378020.0	354937.5	357225.0	327150.0	323555.0	311205.0	293387.5	297380.0	290972.5	287367.5	261397.5	245795.0	238675.0	217625.0	211485.0	199507.5	186892.5	188972.5	164087.5	163850.0	177082.5	125707.5	127995.0	129435.0	107650.0	98680.0	139370.0	78820.0	73490.0	69100.0	78940.0	71985.0	58130.0	61180.0	56577.5	49990.0	65782.5	44440.0	28580.0	10897.5	19315.0	23565.0	23100.0	21095.0	19032.5	17715.0	17920.0	16087.5	16200.0	13867.5	11732.5	10822.5	9600.0	8640.0	7942.5	7167.5	6597.5	5980.0	5380.0	4850.0	4712.5	4565.0	5082.5	6837.5	6575.0	7980.0	43427.5	549142.5	13260.0	3185.0	2417.5	2050.0	1842.5	1742.5	1425.0	1247.5	1112.5	1047.5	1075.0	920.0	872.5	885.0	782.5	635.0	665.0	442.5	362.5	340.0	252.5	265.0	277.5	245.0	192.5	152.5	135.0	117.5	132.5	102.5	117.5	102.5	125.0	177.5	132.5	165.0	355.0	155.0	127.5	45.0	72.5	615.0	237.5	112.5	180.0	21815.0
32G0R4D4_1 - Adapter 1	0.5686843556110298	0.7245606232146204	1.0961460716131641	1.9112639513640481	6.04055448203583	19.794157141453507	77.2880911830211	318.5119203563008	1181.4360587002095	4880.836820083682	19691.5	79215.33333333333	294835.0	301195.0	305375.0	306430.0	311920.0	290050.0	277232.5	283162.5	277897.5	281437.5	284412.5	283450.0	279957.5	272867.5	272900.0	255547.5	257597.5	241125.0	231522.5	236312.5	231230.0	234082.5	217880.0	219887.5	207040.0	205082.5	194430.0	183682.5	171905.0	181372.5	155925.0	164347.5	244362.5	74095.0	142567.5	461587.5	137650.0	38752.5	213835.0	88407.5	29592.5	137357.5	152302.5	57890.0	56010.0	24522.5	79695.0	12647.5	16312.5	61690.0	27617.5	11017.5	32312.5	58365.0	7380.0	22267.5	22137.5	25870.0	2070.0	2255.0	7907.5	14627.5	17687.5	18832.5	18147.5	17065.0	15937.5	14110.0	13345.0	12130.0	10750.0	9900.0	9112.5	8747.5	7567.5	7030.0	6625.0	5982.5	5437.5	4912.5	4357.5	4082.5	3777.5	3427.5	3127.5	2980.0	2725.0	2327.5	2275.0	2075.0	2297.5	7732.5	1537.5	1385.0	1262.5	1145.0	1157.5	1082.5	842.5	785.0	692.5	680.0	610.0	680.0	565.0	777.5	480.0	412.5	577.5	312.5	385.0	307.5	190.0	195.0	170.0	187.5	170.0	142.5	117.5	100.0	140.0	140.0	107.5	122.5	152.5	452.5	267.5	307.5	770.0	295.0	467.5	445.0	652.5	2250.0	3140.0	4720.0	51287.5	10765097.5
32G0R4D4_2 - Adapter 1	0.565058024732325	0.7294554343502007	1.093134470423876	1.9072416598860862	6.0520174892739	19.793338355222218	80.03602777413862	341.05580298663875	1059.5283018867924	5005.188284518828	19309.0	79960.66666666667	293280.0	313642.5	294520.0	306825.0	343540.0	244347.5	341727.5	258617.5	249980.0	280012.5	279870.0	319787.5	325275.0	232547.5	234062.5	268542.5	242435.0	263395.0	213805.0	264475.0	224865.0	208562.5	226902.5	210452.5	210577.5	218472.5	201557.5	165500.0	163027.5	165407.5	157660.0	156637.5	154257.5	153460.0	136252.5	128755.0	125145.0	111715.0	110945.0	104455.0	98440.0	99112.5	87637.5	86520.0	93042.5	67775.0	68257.5	70695.0	58155.0	53980.0	76010.0	44397.5	41837.5	39767.5	45102.5	42502.5	35040.0	38340.0	40055.0	34045.0	41992.5	27805.0	17552.5	5400.0	11885.0	15112.5	14967.5	13372.5	12837.5	11710.0	10607.5	9767.5	9117.5	8370.0	7267.5	6877.5	6360.0	5680.0	5272.5	4827.5	4265.0	3990.0	3662.5	3345.0	3092.5	2965.0	2750.0	2437.5	2285.0	2072.5	2272.5	7562.5	1520.0	1355.0	1292.5	1165.0	1137.5	1067.5	827.5	792.5	662.5	700.0	602.5	712.5	582.5	795.0	515.0	392.5	510.0	310.0	350.0	245.0	192.5	170.0	152.5	160.0	170.0	120.0	127.5	102.5	105.0	120.0	80.0	75.0	87.5	295.0	170.0	227.5	532.5	160.0	162.5	95.0	85.0	1392.5	220.0	95.0	277.5	33692.5
WT7005R1D3_1 - Adapter 1	0.5974763300403777	0.7946640001807417	1.2359497950267953	2.0727799202488804	6.5345600023973995	22.18462967680067	87.08540605334133	361.6806521217933	1355.6375838926174	5658.697318007663	22846.30769230769	94293.125	374350.0	381422.5	385992.5	390862.5	406095.0	381330.0	365585.0	380447.5	379387.5	382102.5	386025.0	384880.0	387015.0	381422.5	391642.5	373197.5	395067.5	366177.5	362017.5	364097.5	365215.0	362895.0	352937.5	343962.5	344642.5	336907.5	312922.5	317172.5	291190.0	294940.0	302412.5	264330.0	420525.0	116497.5	235560.0	267642.5	231590.0	196627.5	230552.5	194735.0	173665.0	184652.5	199520.0	160042.5	184382.5	158582.5	146840.0	122292.5	94535.0	132460.0	131192.5	90835.0	82397.5	161132.5	88970.0	120695.0	72955.0	58295.0	6270.0	9290.0	27810.0	36885.0	39700.0	39782.5	36775.0	34337.5	31365.0	28615.0	25882.5	23572.5	21322.5	19747.5	17240.0	15620.0	14362.5	12607.5	11937.5	10365.0	9215.0	8475.0	7332.5	6752.5	5642.5	5300.0	4497.5	4015.0	3545.0	3410.0	3117.5	2560.0	2492.5	4377.5	1782.5	1530.0	1555.0	1260.0	1207.5	995.0	930.0	747.5	605.0	645.0	622.5	570.0	527.5	567.5	450.0	380.0	350.0	242.5	282.5	285.0	167.5	242.5	222.5	197.5	215.0	145.0	150.0	135.0	102.5	117.5	107.5	100.0	122.5	252.5	150.0	170.0	527.5	220.0	172.5	172.5	277.5	815.0	1140.0	1632.5	17452.5	3239827.5
WT7005R1D3_2 - Adapter 1	0.5950997058382486	0.7976232938554036	1.2405104780991223	2.0739411624783908	6.561905332714006	22.20455805451086	90.4471081810009	385.4639175257732	1221.744966442953	5804.444444444444	22354.615384615383	94630.0	373452.5	394985.0	374335.0	390792.5	443520.0	324657.5	450852.5	347360.0	341635.0	379865.0	379792.5	427517.5	448615.0	328635.0	342180.0	386190.0	376097.5	371690.0	363775.0	385990.0	385642.5	336780.0	333515.0	352450.0	354880.0	318390.0	316677.5	306650.0	288877.5	294710.0	270870.0	275802.5	271710.0	269345.0	249527.5	236560.0	231435.0	216435.0	207637.5	198205.0	187185.0	192435.0	169757.5	169875.0	184347.5	133945.0	138592.5	140075.0	119532.5	110805.0	153265.0	88257.5	83490.0	78670.0	89620.0	86175.0	70172.5	74060.0	67785.0	61870.0	82467.5	55682.5	35020.0	10450.0	23282.5	29505.0	29047.5	27187.5	24580.0	22615.0	21010.0	19105.0	17135.0	15200.0	14000.0	12070.0	11545.0	10212.5	8975.0	8335.0	7295.0	6442.5	5530.0	5155.0	4422.5	4030.0	3602.5	3497.5	3115.0	2490.0	2387.5	4317.5	1762.5	1562.5	1515.0	1237.5	1222.5	985.0	907.5	765.0	630.0	637.5	640.0	602.5	545.0	592.5	457.5	362.5	350.0	240.0	270.0	247.5	202.5	257.5	182.5	185.0	195.0	152.5	142.5	110.0	115.0	102.5	112.5	80.0	107.5	195.0	127.5	190.0	360.0	167.5	102.5	70.0	60.0	557.5	202.5	92.5	195.0	28782.5
WT7005R1D4_1 - Adapter 1	0.2856026112515815	0.37504274990674213	0.5790454665057309	1.04217322747088	3.352262882825572	11.491300659949935	45.129711614051054	186.20820920225088	698.6035737921907	2896.2169312169312	11882.340425531915	47408.75	189606.6666666667	195288.33333333334	198245.0	201210.0	207418.33333333334	195036.6666666667	187913.33333333334	195345.0	194453.33333333334	199118.33333333334	204613.33333333334	204256.6666666667	206978.33333333334	204475.0	210705.0	201658.33333333334	208588.33333333334	199365.0	191058.33333333334	199060.0	196270.0	202121.6666666667	199635.0	193031.6666666667	196181.6666666667	191693.33333333334	182393.33333333334	183801.6666666667	171928.33333333334	171363.33333333334	180030.0	161021.6666666667	262033.33333333334	70901.66666666667	146666.6666666667	168440.0	145635.0	123648.33333333334	146728.33333333334	125266.66666666667	112653.33333333334	119988.33333333334	129870.0	106216.66666666667	123101.66666666667	107480.0	97921.66666666667	82645.0	63501.66666666667	89035.0	90438.33333333334	62525.0	56256.66666666667	111623.33333333334	63780.0	85613.33333333334	52975.0	43075.0	5191.666666666667	7251.666666666667	20448.333333333336	25641.666666666668	28181.666666666668	27548.333333333336	26231.666666666668	24010.0	22273.333333333336	20265.0	17568.333333333336	16128.333333333334	14975.0	13390.0	11983.333333333334	11148.333333333334	10230.0	9183.333333333334	8158.333333333334	7561.666666666667	6683.333333333334	5890.0	5076.666666666667	4641.666666666667	4088.3333333333335	3646.666666666667	3075.0	2936.666666666667	2513.3333333333335	2296.666666666667	2136.666666666667	1948.3333333333335	1746.6666666666667	4841.666666666667	1320.0	1025.0	1050.0	925.0	801.6666666666667	675.0	530.0	523.3333333333334	561.6666666666667	433.33333333333337	385.0	433.33333333333337	381.6666666666667	465.0	513.3333333333334	435.0	408.33333333333337	345.0	466.6666666666667	293.33333333333337	201.66666666666669	235.0	185.0	248.33333333333334	220.0	236.66666666666669	176.66666666666669	210.0	253.33333333333334	203.33333333333334	268.33333333333337	248.33333333333334	385.0	1446.6666666666667	775.0	613.3333333333334	3370.0	858.3333333333334	1281.6666666666667	1086.6666666666667	1795.0	4030.0	8623.333333333334	13845.0	149480.0	33376335.0
WT7005R1D4_2 - Adapter 1	0.28625567870689367	0.3777224983142475	0.5811110385592845	1.0450889488985877	3.3698477102227327	11.491300659949935	46.555091232570646	197.6249586229725	638.6366644606221	2959.1269841269846	11667.234042553191	47801.25	188098.33333333334	203643.33333333334	191198.33333333334	200808.33333333334	227131.6666666667	165516.6666666667	227951.6666666667	179026.6666666667	178373.33333333334	197761.6666666667	201168.33333333334	220605.0	238381.6666666667	175460.0	193193.33333333334	207010.0	200255.0	201881.6666666667	192581.6666666667	196815.0	200125.0	197115.0	195913.33333333334	203558.33333333334	187971.6666666667	196028.33333333334	176876.6666666667	185590.0	168935.0	170516.6666666667	162188.33333333334	167351.6666666667	167351.6666666667	168555.0	154858.33333333334	148808.33333333334	145988.33333333334	135280.0	131966.6666666667	126306.66666666667	121731.66666666667	126250.0	109265.0	112301.66666666667	126595.0	87771.66666666667	92370.0	94976.66666666667	79051.66666666667	74771.66666666667	108811.66666666667	58150.0	56315.0	53856.66666666667	63325.0	59348.333333333336	48306.66666666667	53273.333333333336	52780.0	46178.333333333336	57688.333333333336	38433.333333333336	24021.666666666668	7438.333333333334	17256.666666666668	20948.333333333336	20438.333333333336	19165.0	16753.333333333336	15518.333333333334	14751.666666666668	13093.333333333334	11905.0	10561.666666666668	9790.0	8810.0	7720.0	7093.333333333334	6363.333333333334	5711.666666666667	4911.666666666667	4533.333333333334	3981.666666666667	3495.0	3040.0	2888.3333333333335	2535.0	2355.0	2153.3333333333335	1846.6666666666667	1711.6666666666667	4761.666666666667	1298.3333333333335	986.6666666666667	980.0	885.0	780.0	653.3333333333334	558.3333333333334	530.0	541.6666666666667	423.33333333333337	375.0	405.0	358.33333333333337	410.0	453.33333333333337	346.6666666666667	313.33333333333337	240.0	346.6666666666667	201.66666666666669	135.0	173.33333333333334	121.66666666666667	136.66666666666669	146.66666666666669	166.66666666666669	115.0	136.66666666666669	180.0	93.33333333333334	161.66666666666669	138.33333333333334	143.33333333333334	668.3333333333334	326.6666666666667	326.6666666666667	1576.6666666666667	280.0	470.0	188.33333333333334	183.33333333333334	1811.6666666666667	288.33333333333337	173.33333333333334	651.6666666666667	95583.33333333334
WT7005R3D3_1 - Adapter 1	0.6681622166491855	0.895472044433821	1.3158033609897697	2.2024916338271696	6.735872648802721	21.995891191877035	86.00352794389708	351.0290827740492	1294.5354439091534	5349.779614325069	21257.58241758242	84055.65217391305	316475.0	320325.0	318075.0	317385.0	321813.3333333334	300003.3333333334	282945.0	288900.0	280723.3333333334	278963.3333333334	278491.6666666667	273570.0	269491.6666666667	261501.6666666667	259418.33333333334	244423.33333333334	242230.0	231386.6666666667	218468.33333333334	219530.0	214698.33333333334	215683.33333333334	207043.33333333334	198265.0	185598.33333333334	178251.6666666667	173713.33333333334	170086.6666666667	162001.6666666667	196955.0	107125.0	147475.0	233766.6666666667	63681.66666666667	133690.0	693346.6666666667	130383.33333333334	20535.0	190333.33333333334	98241.66666666667	13875.0	100760.0	110578.33333333334	31803.333333333336	28605.0	11956.666666666668	53046.66666666667	5641.666666666667	10560.0	47958.333333333336	13293.333333333334	6715.0	24013.333333333336	44233.333333333336	4715.0	14463.333333333334	16856.666666666668	20773.333333333336	2048.3333333333335	1460.0	5771.666666666667	12851.666666666668	16935.0	18903.333333333336	18466.666666666668	17125.0	16073.333333333334	14635.0	13258.333333333334	11983.333333333334	10848.333333333334	9673.333333333334	9211.666666666668	8418.333333333334	7420.0	6813.333333333334	6170.0	5480.0	5195.0	4718.333333333334	4186.666666666667	3730.0	3278.3333333333335	3005.0	2553.3333333333335	2466.666666666667	2211.666666666667	2130.0	1973.3333333333335	3015.0	24321.666666666668	470268.3333333334	7788.333333333334	2175.0	1573.3333333333335	1248.3333333333335	1086.6666666666667	935.0	920.0	708.3333333333334	580.0	600.0	528.3333333333334	508.33333333333337	378.33333333333337	458.33333333333337	411.6666666666667	286.6666666666667	348.33333333333337	223.33333333333334	223.33333333333334	240.0	145.0	230.0	168.33333333333334	183.33333333333334	145.0	143.33333333333334	123.33333333333334	101.66666666666667	110.0	90.0	103.33333333333334	95.0	130.0	185.0	100.0	151.66666666666669	345.0	183.33333333333334	158.33333333333334	196.66666666666669	181.66666666666669	440.0	831.6666666666667	971.6666666666667	10773.333333333334	1983378.3333333335
WT7005R3D3_2 - Adapter 1	0.6634220017586735	0.8993185846631068	1.3090102572169586	2.18517442915744	6.737055810263926	21.984920028826192	88.75575442068579	372.07709516434346	1169.3461803165862	5482.699724517906	20814.285714285714	84232.17391304349	317648.3333333334	327985.0	307636.6666666667	319418.3333333334	311290.0	295633.3333333334	318691.6666666667	284385.0	264028.3333333334	276540.0	273318.3333333334	287460.0	305648.3333333334	228026.6666666667	244561.6666666667	250256.6666666667	233026.6666666667	231330.0	223203.33333333334	218473.33333333334	216753.33333333334	204513.33333333334	209183.33333333334	200520.0	199818.33333333334	176971.6666666667	170005.0	161225.0	157291.6666666667	154515.0	138878.33333333334	142420.0	140105.0	135855.0	126430.0	117648.33333333334	115583.33333333334	107588.33333333334	101580.0	97855.0	92295.0	94616.66666666667	82138.33333333334	83043.33333333334	89980.0	62651.66666666667	67593.33333333334	69425.0	57606.66666666667	53408.333333333336	77935.0	43126.66666666667	40826.66666666667	38446.66666666667	45841.66666666667	43276.66666666667	35231.66666666667	37385.0	35176.66666666667	31428.333333333336	42785.0	27450.0	17805.0	8500.0	12795.0	15460.0	15168.333333333334	14011.666666666668	12845.0	11971.666666666668	12116.666666666668	10398.333333333334	10630.0	9063.333333333334	7658.333333333334	6890.0	6130.0	5458.333333333334	5135.0	4663.333333333334	4153.333333333334	3706.666666666667	3211.666666666667	2961.666666666667	2591.666666666667	2865.0	3326.666666666667	5756.666666666667	4823.333333333334	5638.333333333334	26035.0	446545.0	7485.0	2135.0	1530.0	1251.6666666666667	1025.0	910.0	928.3333333333334	720.0	626.6666666666667	595.0	541.6666666666667	500.0	405.0	456.6666666666667	403.33333333333337	301.6666666666667	343.33333333333337	231.66666666666669	210.0	250.0	183.33333333333334	230.0	188.33333333333334	188.33333333333334	168.33333333333334	141.66666666666669	91.66666666666667	66.66666666666667	105.0	63.333333333333336	95.0	81.66666666666667	105.0	151.66666666666669	85.0	130.0	291.6666666666667	128.33333333333334	123.33333333333334	103.33333333333334	80.0	275.0	215.0	120.0	135.0	15368.333333333334
WT7005R3D4_1 - Adapter 1	0.668386680547018	0.8822244965313082	1.319927732709497	2.2196343007038677	6.831862183283323	22.670328347757582	89.03059214845288	367.4702380952381	1366.4635854341736	5633.669467787115	22809.662921348314	92619.0909090909	333496.6666666667	338756.6666666667	336835.0	340176.6666666667	345148.3333333334	322778.3333333334	307920.0	318466.6666666667	310638.3333333334	310273.3333333334	308660.0	305570.0	303150.0	295531.6666666667	295403.3333333334	277501.6666666667	281680.0	265480.0	255665.0	253856.6666666667	251761.6666666667	250485.0	240926.6666666667	237551.6666666667	210391.6666666667	208720.0	201821.6666666667	197328.33333333334	190400.0	229153.33333333334	127213.33333333334	163466.6666666667	236158.33333333334	96363.33333333334	153138.33333333334	732230.0	148170.0	24440.0	218316.6666666667	104775.0	15223.333333333334	106033.33333333334	116441.66666666667	33125.0	29598.333333333336	12501.666666666668	55003.333333333336	5641.666666666667	11188.333333333334	48383.333333333336	13230.0	6725.0	24260.0	43630.0	4721.666666666667	13936.666666666668	16095.0	19848.333333333336	2013.3333333333335	1440.0	5508.333333333334	11906.666666666668	16025.0	16961.666666666668	16881.666666666668	15530.0	14491.666666666668	13068.333333333334	11721.666666666668	10590.0	9816.666666666668	8351.666666666668	7886.666666666667	7083.333333333334	6321.666666666667	5683.333333333334	5260.0	4760.0	4361.666666666667	3845.0	3528.3333333333335	3008.3333333333335	2695.0	2276.666666666667	2208.3333333333335	1985.0	1825.0	1626.6666666666667	1721.6666666666667	2968.3333333333335	30583.333333333336	605535.0	9416.666666666668	2255.0	1625.0	1330.0	1085.0	921.6666666666667	733.3333333333334	610.0	571.6666666666667	465.0	468.33333333333337	415.0	358.33333333333337	388.33333333333337	333.33333333333337	293.33333333333337	280.0	258.33333333333337	246.66666666666669	198.33333333333334	151.66666666666669	228.33333333333334	175.0	158.33333333333334	140.0	108.33333333333334	138.33333333333334	115.0	116.66666666666667	86.66666666666667	101.66666666666667	103.33333333333334	106.66666666666667	130.0	85.0	130.0	196.66666666666669	95.0	80.0	106.66666666666667	110.0	396.6666666666667	445.0	530.0	5633.333333333334	924295.0
WT7005R3D4_2 - Adapter 1	0.6683470396995074	0.886746331308936	1.3234152722776849	2.2092947716311224	6.866217890679921	22.675470748492838	92.27449778983762	394.9719887955182	1209.9229691876749	5758.375350140055	22407.191011235955	93198.18181818181	332765.0	350430.0	323310.0	341856.6666666667	346071.6666666667	305140.0	373446.6666666667	297243.3333333334	280130.0	308320.0	303576.6666666667	342478.3333333334	350435.0	253256.6666666667	254540.0	290403.3333333334	265013.3333333334	287376.6666666667	239171.6666666667	292255.0	244821.6666666667	236471.6666666667	221723.33333333334	222631.6666666667	227530.0	212658.33333333334	189683.33333333334	203100.0	173156.6666666667	178190.0	166978.33333333334	164658.33333333334	160003.33333333334	157541.6666666667	141913.33333333334	134295.0	129338.33333333334	118360.0	114001.66666666667	108056.66666666667	101061.66666666667	101958.33333333334	89211.66666666667	90040.0	96966.66666666667	67833.33333333334	71596.66666666667	71078.33333333334	60145.0	54726.66666666667	76073.33333333334	44171.66666666667	41773.333333333336	39380.0	44113.333333333336	41573.333333333336	34298.333333333336	35760.0	33598.333333333336	30021.666666666668	39961.66666666667	26208.333333333336	17696.666666666668	8753.333333333334	12061.666666666668	14156.666666666668	13746.666666666668	12606.666666666668	11596.666666666668	10671.666666666668	11635.0	9388.333333333334	9736.666666666668	7940.0	6680.0	5896.666666666667	5290.0	4825.0	4368.333333333334	3793.3333333333335	3560.0	3000.0	2678.3333333333335	2283.3333333333335	2393.3333333333335	2528.3333333333335	3350.0	6243.333333333334	5688.333333333334	6158.333333333334	32813.333333333336	574751.6666666667	8981.666666666668	2193.3333333333335	1586.6666666666667	1273.3333333333335	1076.6666666666667	943.3333333333334	725.0	593.3333333333334	583.3333333333334	455.0	475.0	391.6666666666667	345.0	390.0	301.6666666666667	296.6666666666667	281.6666666666667	230.0	248.33333333333334	191.66666666666669	170.0	230.0	160.0	148.33333333333334	148.33333333333334	100.0	136.66666666666669	98.33333333333334	103.33333333333334	80.0	86.66666666666667	106.66666666666667	105.0	156.66666666666669	80.0	103.33333333333334	183.33333333333334	108.33333333333334	75.0	56.66666666666667	58.333333333333336	316.6666666666667	146.66666666666669	91.66666666666667	105.0	14541.666666666668
WT7005R4D3_1 - Adapter 1	0.14988264747151345	0.19306810665230026	0.3118059297872379	0.5748847588009043	1.848116503714143	6.292084246789853	25.052458502975256	103.01284058878797	383.734335839599	1567.15	6575.6	27919.166666666668	110270.0	115756.66666666667	117526.66666666667	119403.33333333334	123493.33333333334	115373.33333333334	109650.0	116203.33333333334	114800.0	125033.33333333334	123003.33333333334	123780.0	126250.0	124853.33333333334	133640.0	123033.33333333334	139060.0	121940.0	114893.33333333334	120876.66666666667	118580.0	124143.33333333334	116190.0	122340.0	111276.66666666667	113013.33333333334	109616.66666666667	103643.33333333334	99393.33333333334	106720.0	94983.33333333334	102586.66666666667	156840.0	49533.333333333336	94813.33333333334	359716.6666666667	105036.66666666667	28913.333333333336	162143.33333333334	68826.66666666667	21266.666666666668	106663.33333333334	127483.33333333334	48343.333333333336	46580.0	20456.666666666668	67146.66666666667	10263.333333333334	14223.333333333334	54966.66666666667	23960.0	9563.333333333334	29233.333333333336	54536.66666666667	7183.333333333334	22070.0	23450.0	28610.0	3613.3333333333335	3740.0	9656.666666666668	14316.666666666668	18676.666666666668	20303.333333333336	19913.333333333336	17910.0	16733.333333333336	15643.333333333334	13920.0	13133.333333333334	12186.666666666668	11146.666666666668	10363.333333333334	9956.666666666668	9006.666666666668	8546.666666666668	7356.666666666667	7360.0	6676.666666666667	5673.333333333334	5156.666666666667	4506.666666666667	3933.3333333333335	3416.666666666667	3216.666666666667	2973.3333333333335	2923.3333333333335	2476.666666666667	2133.3333333333335	2150.0	1980.0	3413.3333333333335	1470.0	1256.6666666666667	1066.6666666666667	1093.3333333333335	1060.0	976.6666666666667	930.0	743.3333333333334	623.3333333333334	586.6666666666667	586.6666666666667	726.6666666666667	513.3333333333334	840.0	806.6666666666667	633.3333333333334	840.0	486.6666666666667	683.3333333333334	360.0	316.6666666666667	250.0	256.6666666666667	280.0	310.0	423.33333333333337	353.33333333333337	416.6666666666667	440.0	433.33333333333337	563.3333333333334	406.6666666666667	743.3333333333334	2446.666666666667	1286.6666666666667	1440.0	4566.666666666667	1483.3333333333335	2000.0	1946.6666666666667	3003.3333333333335	10146.666666666668	13543.333333333334	22540.0	251493.33333333334	50320380.0
