Sample	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132	133	134	135	136	137	138	139	140	141	142	143	144	145	146	147	148	149	150
WTG0R1D4_1 - Adapter 1	4440908	1432691	538706	238901	188912	155895	152351	158148	146381	152899	154815	157398	157248	160432	163033	164972	167915	157588	149948	154889	153614	155599	156839	159485	160623	157561	158825	150241	148992	144182	139208	143678	138819	140928	141990	135087	136784	129073	126511	125385	111322	114003	114543	102802	163857	46344	93718	97774	87897	77840	83614	76103	68451	69303	71688	61050	67024	62095	50637	48759	38187	45423	46513	36417	29715	52132	39693	49476	27050	21835	2486	3393	10142	13924	14580	14711	13531	12459	11348	10488	9392	8591	7611	6819	6187	5814	5327	4859	4422	4046	3681	3254	2945	2637	2322	2066	1846	1741	1575	1279	1186	1098	1015	1031	797	705	636	632	529	502	434	379	329	324	270	284	260	246	244	204	217	129	146	131	99	96	70	120	65	65	66	57	64	61	48	55	48	120	110	132	279	115	87	104	125	636	539	812	9239	1639049
WTG0R1D4_2 - Adapter 1	4429951	1436529	540049	237252	189395	156389	157327	167241	133764	156080	151931	158613	156402	166919	156630	164861	184538	132757	182063	141947	140340	153878	155401	171735	184554	134768	144749	154007	143449	145937	139426	140763	142605	138839	138408	144604	130399	136702	118086	123783	110321	113043	104830	107526	107117	107323	96374	91049	89488	80448	78697	75117	71497	73679	63721	64265	71700	49259	51248	53177	43045	40214	58747	31307	30368	29243	34123	31198	25443	27174	24596	22302	29685	20204	12421	3786	8827	10906	10457	9896	8930	8277	7526	6657	6177	5680	5177	4783	4235	3938	3582	3173	2919	2572	2286	2039	1815	1752	1586	1328	1182	1092	1015	1011	794	708	649	625	521	508	452	388	344	324	272	277	268	252	258	202	210	127	156	138	103	95	74	107	71	64	60	51	70	44	41	48	33	110	90	103	248	87	62	50	46	501	104	59	163	30531
WTG0R3D3_1 - Adapter 1	5852616	1835216	698927	307968	249497	203441	198464	205302	189935	196424	201612	205091	209898	211622	219656	217375	223446	214271	192251	204973	203809	210961	213327	215085	216255	210950	212060	200163	199539	190082	184620	190355	188047	188691	195899	195686	171980	178149	170918	157917	163146	172003	126484	147197	234383	64049	138142	291604	137600	64383	194208	84844	51651	153077	165894	81950	91299	43285	107668	26325	24840	80809	52383	19082	43928	84457	13521	35205	31285	32690	2239	2899	10712	18985	22242	22754	21546	20448	18659	16372	14727	13005	11856	10872	9831	8926	8007	7357	6710	6082	5241	4546	3963	3471	3081	2703	2430	2207	1977	1709	1506	1220	1348	3006	831	750	630	570	602	520	405	341	302	300	299	238	274	234	254	198	226	145	149	193	96	110	75	97	88	111	86	71	62	61	47	46	44	106	72	73	191	87	82	87	108	210	345	536	5741	813717
WTG0R3D3_2 - Adapter 1	5801279	1838698	698112	307786	250515	203110	205580	216552	173076	201471	197343	206033	208019	218459	211702	219876	216773	205483	223806	199981	193654	207977	209227	225338	245978	185185	201165	204452	191639	189818	189181	188978	191507	183387	196254	192407	191735	168007	166517	157587	150188	151047	138018	146716	146696	146067	135978	126084	123724	114222	110487	107369	100964	106267	92642	93736	104464	71560	76065	78640	65763	60782	88418	49885	47918	45541	52538	50171	40464	42740	39772	36088	48055	32062	20080	6278	13766	17904	17147	15441	14161	12589	11609	10638	9809	8682	7702	7136	6510	5949	5045	4469	3884	3358	2988	2680	2394	2242	2000	1773	1532	1217	1301	2978	837	756	621	566	610	515	446	333	289	309	288	220	270	249	226	177	230	118	153	193	105	101	73	91	64	116	73	56	64	51	39	46	49	91	69	78	163	68	51	36	41	126	54	53	76	12746
WTG0R3D4_1 - Adapter 1	4730666	1480868	596890	280283	236478	199137	196466	204869	191028	195918	202032	204128	207249	207128	216913	216863	223780	217376	195643	207706	205168	214744	214435	217179	219470	214538	216213	206596	207636	198700	191898	198846	195836	195801	202879	202762	180850	188920	181884	170540	177315	185048	140255	150546	225417	90027	148957	298618	163213	74233	221678	92523	55712	164810	184980	90558	99981	47901	121623	28943	27832	91068	58761	22079	49930	97201	15168	39830	36365	38597	2635	3307	12965	22692	26790	27253	26179	24595	22756	20833	18321	16801	15372	13721	12961	11940	10628	9883	8947	8117	7361	6512	5912	5135	4576	3989	3614	3364	2964	2751	2375	2057	3137	20603	1640	1239	1051	973	888	800	654	586	479	448	393	332	329	319	303	269	233	170	173	185	82	76	77	99	74	68	81	55	63	56	67	31	47	138	90	104	231	106	125	93	157	564	597	873	10109	1531471
WTG0R3D4_2 - Adapter 1	4708188	1486530	595929	281630	238096	198985	203742	219419	170369	200723	198060	206454	203354	218505	206593	218037	247327	177024	246911	188998	187682	212215	211010	233923	261098	186432	188868	215741	194606	214019	180679	227398	191752	191951	184999	191035	197314	183443	167644	183802	153601	161545	152921	156189	156858	157004	143962	136037	133789	123681	121516	116464	110054	113523	101697	102427	113516	80465	84167	87132	73474	68131	97093	57145	55026	52245	59335	56583	47007	50370	47516	42314	57660	39400	24846	7807	17001	21545	21112	19750	17386	16220	15146	13383	12908	11712	10241	9489	8637	7913	7121	6336	5804	4988	4418	3899	3512	3368	3040	2908	2457	2080	3056	19695	1606	1231	1021	930	876	806	642	568	462	447	384	319	318	327	284	242	248	149	164	161	73	86	74	92	65	75	77	52	60	41	55	25	41	105	77	86	196	68	77	32	38	426	89	50	165	26509
WTG0R4D3_1 - Adapter 1	4313862	1411996	540771	246421	199768	164817	162619	167246	153139	158174	160320	162918	161135	166290	168314	169988	172158	159035	150258	154889	152175	155445	156302	154683	154567	150046	150283	140470	139333	131821	125671	128771	125815	128224	125412	122031	113776	109360	107437	103635	97574	119349	65128	90490	143543	41025	84425	430642	80751	13087	119338	61603	8819	61587	69232	19636	17202	7481	32132	3460	6493	29502	8029	4111	14928	27449	2908	8879	10334	12670	1384	936	3605	7909	10689	11726	11524	10792	10328	9266	8214	7485	6803	6156	5682	5235	4828	4410	3848	3645	3276	2958	2549	2284	2095	1794	1629	1531	1437	1279	1412	2082	18741	369989	5852	1620	1071	829	778	619	521	434	372	333	312	258	241	274	246	215	208	138	152	130	79	81	73	64	72	69	61	56	38	27	54	38	40	64	48	71	138	59	83	77	92	322	373	576	5912	1024521
WTG0R4D3_2 - Adapter 1	4287840	1419194	542689	244675	199904	165157	169034	177425	137386	162418	156498	163174	161773	171711	162001	170855	172754	150375	183035	143806	137058	154413	153287	172005	178334	129475	130337	145262	132628	133520	126618	135819	132601	117406	117958	121935	121714	107637	105246	100383	93325	92852	86264	87613	86668	85885	78168	73333	70625	65379	63136	60237	56892	58148	51265	51544	55997	39750	41489	42536	35446	32773	47477	26962	25412	24007	28587	26454	22091	23963	23116	20101	26772	17682	11756	5996	8169	9761	9630	9019	8033	7506	7966	6744	6866	5785	4992	4449	3883	3636	3207	2960	2537	2249	2060	1755	1675	1825	2321	4029	3670	3995	20093	351291	5535	1559	1035	802	758	606	543	405	363	322	304	255	245	248	260	214	159	137	133	133	71	80	79	69	80	59	53	54	45	34	49	38	40	61	46	61	119	64	34	40	30	238	82	45	45	9873
WTG0R4D4_1 - Adapter 1	4659751	1519828	593341	276574	224310	188167	184039	189136	173738	180690	181817	187066	186555	191492	194153	195701	198105	183172	172638	177412	175592	176707	180408	179444	179970	175687	173219	162716	159600	151660	145104	147543	145228	147792	144880	139787	130743	123998	120599	117369	109706	134879	72943	101293	161928	44574	91962	442565	83391	13824	124990	63226	9303	65426	70997	20228	18394	7800	32683	3553	6659	28965	8066	3989	14597	25879	2742	8493	9710	12215	1244	859	3232	6946	9468	10196	10112	9253	8572	7657	7005	6242	5539	5100	4622	4353	3941	3573	3156	2851	2572	2380	2191	1877	1627	1564	1319	1344	1171	1087	1337	2594	30592	621041	9189	2070	1335	1019	913	672	541	518	398	345	326	282	246	284	240	195	211	137	132	163	89	86	86	86	71	69	70	47	52	59	58	44	48	126	73	70	220	99	117	106	151	420	651	1003	10620	2027584
WTG0R4D4_2 - Adapter 1	4624889	1531224	593764	275289	224808	188575	190044	200495	157634	184909	178476	188499	186024	198561	186214	196622	199986	172447	208135	164263	160543	175514	176885	194530	205898	149835	159088	165081	155430	153834	145917	146081	147375	142337	141592	144224	128874	132723	113408	118449	104120	104702	97883	98746	98098	97107	85858	80654	78275	70341	68008	64069	60544	61849	53223	53933	60336	40167	41385	43100	35150	32305	47849	24944	24238	23131	26887	24738	19943	21565	20614	18381	23088	15376	11078	7447	7701	8644	8223	7525	6984	6479	7629	6229	6837	5400	4351	3822	3229	2860	2593	2413	2183	1861	1658	1581	1384	1829	2778	5789	5357	6127	33016	588355	8732	1965	1342	999	877	669	535	501	395	368	323	289	233	275	235	183	175	120	123	155	93	91	83	80	68	67	56	44	42	48	50	52	43	95	52	53	161	63	55	30	35	285	78	39	77	11833
